abndn,abandon
rsrv,reserve
rsrvd,reserved
rsrvs,reserves
rsrvg,reserving
rsrvr,reservoir
rsrvrs,reservoirs
rsid,reside
rsdnt,resident
rsdnts,residents
rsids,resides
rsidg,residing
rsdul,residual
rsdu,residue
rsin,resign
rsind,resigned
rslnc,resilience
rslnt,resilient
rsst,resist
rsstnc,resistance
rsstnt,resistant
rsstd,resisted
rsstg,resisting
rssts,resists
rsolz,resolution
rsolv,resolve
rsolvd,resolved
rsolvs,resolves
rsolvg,resolving
rsnnc,resonance
rsont,resonate
rsrt,resort
rsrtg,resorting
rsorc,resource
rsorcf,resourceful
rsorcs,resources
rspct,respect
rspctd,respected
rspctfll,respectfully
rspctv,respective
rspctvl,respectively
rspcts,respects
rspnd,respond
rspndd,responded
rspndg,responding
rspnds,responds
rspns,response
rspnss,responses
rspsnbts,responsibilities
rspnsbt,responsibility
rspnsb,responsible
rspnsv,responsive
rst,rest
rstd,rested
rstf,restful
rstg,resting
rstraz,restoration
rstor,restore
rstord,restored
rstran,restrain
rstrand,restrained
rstrang,restraining
rstrant,restraint
rstrnts,restraints
rstrct,restrict
rstrctd,restricted
rstrctg,restricting
rstrcz,restriction
rstrczs,restrictions
rsts,rests
rslt,result
rsltd,resulted
rsltg,resulting
rslts,results
rsum,resume
rsstt,resuscitate
rtal,retail
rtan,retain
rtand,retained
rtang,retaining
rtans,retains
rtir,retire
rtird,retired
rtirm,retirement
rtirg,retiring
rtort,retort
rtrac,retrace
rtrcg,retracing
rtrct,retract
rtrctg,retracting
rtrctz,retraction
rtret,retreat
rtrets,retreats
rtrev,retrieve
rtrevd,retrieved
rtrevs,retrieves
rtrspct,retrospect
rtrn,return
rtrnd,returned
rtrng,returning
rtrns,returns
rvmp,revamp
rvmpd,revamped
rvel,reveal
rveld,revealed
rvelg,revealing
rvels,reveals
rvlz,revelation
rvlzs,revelations
rvnj,revenge
rvnu,revenue
rvnus,revenues
rvrbrt,reverberate
rvrbrtg,reverberating
rvrnc,reverence
rvrnt,reverent
rvre,reverie
rvers,reverse
rvrsd,reversed
revrsg,reversing
rvrt,revert
rvrtd,reverted
rvrts,reverts
rvw,review
rvwd,reviewed
rvwg,reviewing
rvws,reviews
rvz,revise
rvzg,revising
rvzz,revision
rvzzs,revisions
rvitlzz,revitalization
rvitlz,revitalize
rvv,revive
rvvd,revived
rvvs,revives
rvocz,revocation
rvok,revoke
rvokd,revoked
rvoks,revokes
rvlt,revolt
rvluz,revolution
rvluzr,revolutionary
rvlusnz,revolutionize
rvlv,revolve
rvlvs,revolves
rvulz,revulsion
rwd,reward
rwdd,rewarded
rwdg,rewarding
rwds,rewards
rrit,rewrite
rritg,rewriting
rrtn,rewritten
rim,rhyme
rtm,rhythm
rtms,rhythms
rb,rib
rbd,ribbed
rbg,ribbing
rbn,ribbon
rbns,ribbons
ric,rice
rc,rich
rcr,richer
rcs,riches
rcns,richness
rdd,rid
rddnc,riddance
rdn,ridden
rdl,riddle
rdls,riddles
rid,ride
ridr,rider
rids,rides
rdcul,ridicule
rdclus,ridiculous
ridg,riding
rifl,rifle
rifls,rifles
rt,right
ritus,righteous
rts,rights
rjd,rigid
rjdl,rigidly
rgrus,rigorous
rgrs,rigors
rg,ring
rgs,rings
riot,riot
ripp,rip
rip,ripe
rpl,ripple
rpls,ripples
rz,rise
rzn,risen
rzs,rises
rzg,rising
rsk,risk
rsks,risks
rske,risky
rtul,ritual
rivl,rival
rvr,river
rvrs,rivers
rod,road
rods,roads
rom,roam
romd,roamed
romg,roaming
ror,roar
rord,roared
rorg,roaring
rors,roars
rost,roast
rostd,roasted
rostg,roasting
rosts,roasts
rob,rob
robd,robbed
robg,robbing
robs,robs
rbst,robust
rok,rock
rokt,rocket
rokts,rockets
roks,rocks
roke,rocky
rode,rode
rodnt,rodent
rodnts,rodents
rol,role
rols,roles
rl,roll
rld,rolled
rlg,rolling
rls,rolls
rmntc,romantic
rof,roof
rofs,roofs
rm,room
rms,rooms
rot,root
rotd,rooted
rots,roots
rop,rope
rops,ropes
roz,rose
rozs,roses
rott,rotate
rotaz,rotation
ruf,rough
rnd,round
rndd,rounded
rut,route
ruts,routes
rutin,routine
rutns,routines
ro,row
ros,rows
ryl,royal
ryll,royally
rub,rub
rubd,rubbed
rubr,rubber
rubl,rubble
rud,rude
rudl,rudely
rudmntr,rudimentary
rufl,ruffle
rufld,ruffled
rufls,ruffles
ruin,ruin
ruind,ruined
ruing,ruining
ruins,ruins
rul,rule
ruld,ruled
rulr,ruler
ruls,rules
rumr,rumor
rumrd,rumored
rmrs,rumors
run,run
rungg,rung
runr,runner
runrs,runners
rung,running
runs,runs
rptr,rupture
rptrd,ruptured
rurl,rural
rus,rush
rusd,rushed
russ,rushes
rusg,rushing
rusn,Russian
rstc,rustic
rste,rusty
rutt,rut
rutss,ruts
sbotj,sabotage
sbotjd,sabotaged
sacrd,sacred
scrfc,sacrifice
scrfcd,sacrificed
scrfcg,sacrificing
sd,sad
sdnd,saddened
sdst,saddest
sadl,saddle
sadld,saddled
sdl,sadly
sdns,sadness
saf,safe
safl,safely
safr,safer
safst,safest
saft,safety
sad,said
sail,sail
saild,sailed
sailg,sailing
sailr,sailor
sailrs,sailors
sak,sake
sald,salad
salds,salads
slrs,salaries
slr,salary
sal,sale
sals,sales
slt,salt
slvj,salvage
salvjd,salvaged
slvz,salvation
sam,same
samp,sample
smpd,sampled
smps,samples
smpg,sampling
sand,sand
sandd,sanded
sandg,sanding
sands,sands
sndwc,sandwich
snde,sandy
sang,sang
snta,Santa
sas,sash
sass,sashes
satt,sat
stlit,satellite
stsfcz,satisfaction
stsfczs,satisfactions
stsfctr,satisfactory
stsfid,satisfied
stsfis,satisfies
stsfi,satisfy
stsfig,satisfying
sturt,saturate
sturtd,saturated
sturts,saturates
strz,saturation
sat,Saturday
sav,save
savd,saved
savs,saves
savg,saving
savgs,savings
savr,savor
savrd,savored
savrg,savoring
savrs,savors
sw,saw
sws,saws
sa,say
sag,saying
ss,says
scal,scale
scald,scaled
scals,scales
scan,scan
scand,scanned
scang,scanning
scans,scans
scrcl,scarcely
scar,scare
scard,scared
scars,scares
scrf,scarf
scare,scary
sctr,scatter
sctrd,scattered
sctrg,scattering
sctrs,scatters
scen,scene
scenr,scenery
scens,scenes
scnt,scent
scnts,scents
scdl,schedule
scdld,scheduled
scdls,schedules
scdlg,scheduling
scem,scheme
scemd,schemed
scems,schemes
scemg,scheming
scol,school
scols,schools
sinc,science
sintfc,scientific
sintst,scientist
sintsts,scientists
scop,scope
scor,score
scord,scored
scors,scores
scorg,scoring
scrp,scrap
scrap,scrape
scrapd,scraped
scrapg,scraping
scrps,scraps
scrc,scratch
scrcd,scratched
scrcs,scratches
scrcg,scratching
screm,scream
scremd,screamed
scremg,screaming
screms,screams
screc,screech
screcd,screeched
screcg,screeching
scren,screen
screns,screens
scru,screw
scrug,screwing
scrus,screws
scrol,scroll
scrb,scrub
scrpl,scruple
scrpls,scruples
scrutnz,scrutinize
scrutnzd,scrutinized
scrutn,scrutiny
sclptr,sculpture
scure,scurry
sea,sea
sel,seal
seld,sealed
semls,seamless
src,search
srcd,searched
srcs,searches
srcg,searching
seas,seas
sesn,season
sesns,seasons
set,seat
setd,seated
sets,seats
scludd,secluded
scnd,second
scndr,secondary
scndl,secondly
scnds,seconds
scrt,secret
scrtrl,secretarial
scrtr,secretary
scrtl,secretly
scrts,secrets
scz,section
sczs,sections
scur,secure
scurd,secured
scurl,securely
scurs,secures
scurg,securing
scurt,security
sdat,sedate
sduc,seduce
se,see
sed,seed
seds,seeds
seg,seeing
sek,seek
sekg,seeking
seks,seeks
sem,seem
semd,seemed
sems,seems
sen,seen
ses,sees
sgm,segment
sez,seize
sezd,seized
sezs,seizes
sezg,seizing
sldm,seldom
slct,select
slctd,selected
slctg,selecting
slcz,selection
slczs,selections
slctv,selective
slcts,selects
sf,self
sfs,selfish
sfsns,selfishness
sl,sell
slg,selling
sls,sells
smblnc,semblance
smstr,semester
smstrs,semesters
snat,senate
snd,send
sndg,sending
snds,sends
snsz,sensation
snszs,sensations
sns,sense
snsd,sensed
snss,senses
snsbts,sensibilities
snsb,sensible
snsg,sensing
snstv,sensitive
snstvt,sensitivity
snsul,sensual
sent,sent
sntnc,sentence
sntncs,sentences
sntm,sentiment
sntml,sentimental
seprt,separate
seprtd,separated
seprtl,separately
seprts,separates
seprtg,separating
seprz,separation
seprzs,separations
sep,September
scnc,sequence
scncs,sequences
scncg,sequencing
scnsl,sequential
scnsll,sequentially
sren,serene
srnt,serenity
seres,series
srus,serious
srusl,seriously
srusns,seriousness
srvnt,servant
srv,serve
srvd,served
srvs,serves
srvc,service
srvcs,services
srvg,serving
ssz,session
sszs,sessions
st,set
stbk,setback
stbks,setbacks
sts,sets
setg,setting
setgs,settings
setl,settle
setld,settled
setlm,settlement
setlrs,settlers
setls,settles
setlg,settling
svn,seven
svnte,seventy
svrl,several
sver,severe
sverl,severely
svert,severity
sx,sex
sxl,sexual
zad,shade
zadd,shaded
zads,shades
zadg,shading
zdo,shadow
zdod,shadowed
zdog,shadowing
zdos,shadows
zak,shake
zakn,shaken
zaks,shakes
zakg,shaking
zal,shall
zalo,shallow
zam,shame
zamd,shamed
zams,shames
zamg,shaming
zap,shape
zapd,shaped
zaps,shapes
zapg,shaping
zar,share
zard,shared
zars,shares
zarg,sharing
zrp,sharp
zrpn,sharpen
zrpnd,sharpened
zrpng,sharpening
zrpns,sharpens
zrpr,sharper
zrpst,sharpest
zrpl,sharply
zrpnes,sharpness
zav,shave
zavd,shaved
zavn,shaven
zavs,shaves
ze,she
zear,shear
zeard,sheared
zearg,shearing
zers,shears
zed,shed
zer,sheer
zet,sheet
zets,sheets
zlf,shelf
zl,shell
zls,shells
zltr,shelter
zeld,shield
zft,shift
zftd,shifted
zftg,shifting
zfts,shifts
zmr,shimmer
zmrg,shimmering
zin,shine
zins,shines
zing,shining
zine,shiny
zp,ship
zpm,shipment
zpms,shipments
zpd,shipped
zpg,shipping
zps,ships
zrk,shirk
zirt,shirt
zok,shock
zokd,shocked
zokg,shocking
zu,shoe
zus,shoes
zk,shook
zoot,shoot
zootg,shooting
zop,shop
zopg,shopping
zops,shops
zr,shore
zrt,short
zrtj,shortage
zrtcmg,shortcoming
zrtcmgs,shortcomings
zrtct,shortcut
zrtcts,shortcuts
zrtn,shorten
zrtng,shortening
zrtr,shorter
zrtst,shortest
zrthnd,shorthand
zrtl,shortly
zot,shot
zots,shots
zd,should
zldr,shoulder
zldrs,shoulders
zdnt,shouldn't
zwt,shout
zwtd,shouted
zwtg,shouting
zov,shove
zovd,shoved
zvl,shovel
zvls,shovels
zovg,shoving
zo,show
zod,showed
zor,shower
zorg,showering
zors,showers
zog,showing
zon,shown
zos,shows
zrds,shreds
zrnk,shrink
zrnkg,shrinking
zrwdd,shrouded
zrug,shrug
zrugd,shrugged
zudr,shudder
zfl,shuffle
zfld,shuffled
zuflg,shuffling
zun,shun
zt,shut
zts,shuts
ztg,shutting
zi,shy
sk,sick
skng,sickening
sid,side
sidd,sided
sidlins,sidelines
sids,sides
sidtrk,sidetrack
sidtrkd,sidetracked
si,sigh
sigd,sighed
sit,sight
sits,sights
sin,sign
sgnl,signal
sgnls,signals
sgntr,signature
sind,signed
sgnfcnc,significance
sgnfcnt,significant
sgnfcntl,significantly
sgnfi,signify
sing,signing
sins,signs
silnc,silence
silnt,silent
silntl,silently
slk,silk
silns,silliness
sil,silly
slvr,silver
simlr,similar
smlrts,similarities
smlrt,similarity
smlrl,similarly
simr,simmer
simrd,simmered
simrg,simmering
simrs,simmers
smp,simple
smpr,simpler
smpst,simplest
smpct,simplicity
smpfcz,simplification
smpfid,simplified
smpfi,simplify
smpstc,simplistic
smpl,simply
smltnus,simultaneous
smltnusl,simultaneously
snn,sin
snc,since
sncr,sincere
sncl,sincerely
sncrt,sincerity
sg,sing
sgg,singing
sgl,single
sgs,sings
snk,sink
snkg,sinking
snks,sinks
sifn,siphon
sifnd,siphoned
sifng,siphoning
sifns,siphons
sr,sir
sstr,sister
sstrs,sisters
stt,sit
site,site
stts,sits
sttg,sitting
stuz,situation
stuzs,situations
six,six
sxt,sixth
sixte,sixty
szb,sizable
sz,size
szd,sized
szs,sizes
szl,sizzle
szld,sizzled
szls,sizzles
szlg,sizzling
skat,skate
skated,skated
skats,skates
skatg,skating
skltn,skeleton
skltns,skeletons
skptcl,skeptical
skc,sketch
skcd,sketched
skcs,sketches
skcg,sketching
skii,ski
skiid,skied
skis,skies
skiig,skiing
skl,skill
skld,skilled
sklf,skillful
sklfl,skillfully
skls,skills
skm,skim
skimd,skimmed
skmg,skimming
skmp,skimp
skmpd,skimped
skmpe,skimpy
skms,skims
skn,skin
sknd,skinned
skns,skins
skp,skip
skpd,skipped
skpg,skipping
skps,skips
skrt,skirt
skrtg,skirting
skrts,skirts
skiis,skis
skul,skull
skuls,skulls
ski,sky
slak,slack
slakd,slacked
slakn,slacken
slaknd,slackened
slakg,slacking
slm,slam
slmd,slammed
slmg,slamming
slms,slams
slandr,slander
slnt,slant
slnts,slants
slap,slap
slapd,slapped
slapg,slapping
slat,slate
slav,slave
slavr,slavery
slavs,slaves
slep,sleep
slepg,sleeping
sleps,sleeps
slepe,sleepy
slev,sleeve
slevs,sleeves
slndr,slender
slpt,slept
slic,slice
slik,slick
sldd,slid
slid,slide
slids,slides
slidg,sliding
slit,slight
slitst,slightest
slitl,slightly
sling,sling
slp,slip
slpd,slipped
slpg,slipping
slps,slips
sloop,sloop
sloops,sloops
slop,slope
slops,slopes
slo,slow
slodw,slowdown
slod,slowed
slor,slower
slost,slowest
slog,slowing
slol,slowly
slons,slowness
slos,slows
slmp,slump
sli,sly
smk,smack
sml,small
smlr,smaller
smlst,smallest
smrt,smart
smrtr,smarter
smrtst,smartest
smrtg,smarting
smrtl,smartly
smrts,smarts
smas,smash
smel,smell
smil,smile
smild,smiled
smilg,smiling
smok,smoke
smokg,smoking
smldrg,smoldering
smot,smooth
smotr,smoother
smotst,smoothest
smotl,smoothly
smotns,smoothness
snak,snake
snaks,snakes
snp,snap
snpd,snapped
snpg,snapping
snpe,snappy
snek,sneak
snez,sneeze
sno,snow
so,so
soak,soak
soap,soap
sor,soar
sorg,soaring
sors,soars
sobr,sober
socl,social
socit,society
sft,soft
sfn,soften
sftr,softer
sftst,softest
sftl,softly
sftns,softness
sftwr,software
syl,soil
syld,soiled
sylg,soiling
syls,soils
solr,solar
sld,sold
sldr,soldier
soldrs,soldiers
sol,sole
soll,solely
solm,solemn
sold,solid
soldrt,solidarity
soldfi,solidify
soltr,solitary
soltud,solitude
solz,solution
solzs,solutions
solv,solve
solvd,solved
solvnts,solvents
solvs,solves
solvg,solving
smbr,somber
sm,some
smbd,somebody
smda,someday
smhw,somehow
smon,someone
smplc,someplace
smg,something
smtm,sometime
smtms,sometimes
smwt,somewhat
smwr,somewhere
sn,son
sng,song
sngs,songs
sons,sons
son,soon
sonr,sooner
sooth,soothe
sotg,soothing
sfstctd,sophisticated
sfstcz,sophistication
srdd,sordid
soro,sorrow
sore,sorry
srt,sort
srtd,sorted
srtg,sorting
srts,sorts
sout,sought
soul,soul
sond,sound
sondd,sounded
sondg,sounding
sondl,soundly
sondns,soundness
sonds,sounds
sup,soup
sour,sour
sorc,source
sorcs,sources
sot,south
sotrn,Southern
sovrn,sovereign
spc,space
spcd,spaced
spcs,spaces
spcg,spacing
spns,Spanish
spar,spare
sprk,spark
sprkl,sparkle
sprks,sparks
spsm,spasm
spsms,spasms
spek,speak
spekr,speaker
spekg,speaking
speks,speaks
spcl,special
spclz,specialize
spclzd,specialized
spclzs,specializes
spcll,specially
spclt,specialty
speces,species
spcfc,specific
spcfcl,specifically
spcfcz,specification
spcfczs,specifications
spcfcs,specifics
spcfid,specified
specfis,specifies
spcfi,specify
spcifg,specifying
spcmn,specimen
spctcl,spectacle
spctcls,spectacles
spctclr,spectacular
spctrm,spectrum
spcult,speculate
spculz,speculation
spec,speech
specs,speeches
sped,speed
spedd,speeded
spedg,speeding
speds,speeds
spede,speedy
spel,spell
speld,spelled
spelg,spelling
spels,spells
spnd,spend
spndg,spending
spnds,spends
spnt,spent
sfer,sphere
spidr,spider
spis,spies
spik,spike
spikd,spiked
spiks,spikes
spikg,spiking
spil,spill
spld,spilled
spils,spills
spn,spin
spinl,spinal
spng,spinning
spirt,spirit
spirts,spirits
spirtl,spiritual
spt,spit
spit,spite
spitf,spiteful
spts,spits
spls,splash
splsd,splashed
splss,splashes
splsg,splashing
spltr,splatter
spltrd,splattered
spltrg,splattering
spltrs,splatters
splndd,splendid
splndr,splendor
splndrs,splendors
splic,splice
splicd,spliced
splics,splices
splicg,splicing
splt,split
splts,splits
spltg,splitting
spyl,spoil
spyld,spoiled
spylg,spoiling
spyls,spoils
spok,spoke
spokn,spoken
spnsr,sponsor
spnsrd,sponsored
spntnus,spontaneous
spntnusl,spontaneously
spk,spook
spkd,spooked
spkg,spooking
sprt,sport
sprtg,sporting
sprts,sports
spot,spot
spots,spots
spotdd,spotted
sprag,sprang
sprd,spread
sprdg,spreading
sprds,spreads
sprg,spring
sprgg,springing
sprgs,springs
sprnkl,sprinkle
sprnt,sprint
sprng,sprung
spurd,spurred
spurg,spurring
spi,spy
scndrd,squandered
scr,square
scrl,squarely
scrs,squares
scas,squash
scasd,squashed
scass,squashes
scasg,squashing
scez,squeeze
sczd,squeezed
sczg,squeezing
scrm,squirm
stb,stab
stbd,stabbed
stbg,stabbing
stblt,stability
stbz,stabilize
stbzd,stabilized
stab,stable
stcto,staccato
stk,stack
stkd,stacked
stks,stacks
staf,staff
stafs,staffs
stj,stage
stjd,staged
stjs,stages
stjg,staging
stgnnt,stagnant
stgnt,stagnate
stgnz,stagnation
stan,stain
stand,stained
stang,staining
stans,stains
stair,stair
stars,stairs
stak,stake
staks,stakes
stakg,staking
stal,stale
stmna,stamina
stmr,stammer
stmrd,stammered
stmrg,stammering
stmrs,stammers
stmp,stamp
stmpd,stamped
stmpg,stamping
stmps,stamps
stnc,stance
stnd,stand
stndrd,standard
stndrds,standards
stndg,standing
stndpnt,standpoint
stndpnts,standpoints
stnds,stands
stndstl,standstill
stapls,staples
str,star
star,stare
stard,stared
starg,staring
strs,stars
strt,start
strtd,started
strtg,starting
strtl,startle
strtld,startled
strtlg,startling
strts,starts
strv,starve
strvg,starving
stat,state
statd,stated
statm,statement
statms,statements
stats,states
sttc,static
stz,station
stazr,stationary
stzed,stationed
stzg,stationing
stazs,stations
sttstc,statistic
sttstcs,statistics
sttu,statue
sttus,statues
status,status
sta,stay
stad,stayed
stag,staying
stas,stays
stdfst,steadfast
stdl,steadily
std,steady
stel,steal
stels,steals
stelt,stealth
stem,steam
steel,steel
step,steep
ster,steer
sterd,steered
sterg,steering
sters,steers
stm,stem
stms,stems
stp,step
stpd,stepped
stpg,stepping
stps,steps
strn,stern
stik,stick
stikg,sticking
stiks,sticks
stike,sticky
stf,stiff
stfns,stiffness
stifld,stifled
stl,still
stlns,stillness
stmlt,stimulate
stmltd,stimulated
stmlts,stimulates
stmultg,stimulating
stmlz,stimulation
stmlus,stimulus
stg,sting
stgg,stinging
stnj,stingy
stir,stir
stird,stirred
stc,stitch
stcs,stitches
stok,stock
stokpil,stockpile
stoks,stocks
stoln,stolen
stmc,stomach
ston,stone
stons,stones
stod,stood
stop,stop
stopd,stopped
stopg,stopping
stops,stops
strj,storage
stor,store
stord,stored
stors,stores
stores,stories
storg,storing
strm,storm
strmd,stormed
strms,storms
strme,stormy
store,story
stov,stove
strat,straight
stratn,straighten
stratnd,straightened
stratng,straightening
stran,strain
strand,strained
strang,straining
strans,strains
strnj,strange
strnjl,strangely
strnjr,stranger
strnjrs,strangers
strap,strap
strapd,strapped
strapg,strapping
straps,straps
stratgc,strategic
stratgcl,strategically
stratgs,strategies
stratg,strategy
strw,straw
strws,straws
stra,stray
strad,strayed
strag,straying
stras,strays
strek,streak
strekg,streaking
streks,streaks
strem,stream
stremd,streamed
stremg,streaming
stremlin,streamline
strmlind,streamlined
strems,streams
stret,street
strets,streets
strngt,strength
strngtn,strengthen
strngts,strengths
strnus,strenuous
stres,stress
stresd,stressed
stress,stresses
stresf,stressful
stresg,stressing
strc,stretch
strcd,stretched
strcs,stretches
strcg,stretching
strct,strict
strid,stride
strids,strides
strif,strife
strik,strike
striks,strikes
strikg,striking
strg,string
strnjnt,stringent
strgg,stringing
strgs,strings
strp,strip
strpg,stripping
strps,strips
striv,strive
strivg,striving
strok,stroke
stroks,strokes
strokg,stroking
strol,stroll
strolg,strolling
strols,strolls
strng,strong
strngr,stronger
strngst,strongest
strngl,strongly
strk,struck
strctr,structure
strctrd,structured
strctrs,structures
strgl,struggle
strgld,struggled
strgls,struggles
strglg,struggling
stbrn,stubborn
stuk,stuck
studnt,student
stdts,students
studd,studied
studs,studies
stud,study
studg,studying
stuf,stuff
stufg,stuffing
stmbl,stumble
stmbld,stumbled
stmblg,stumbling
stumpd,stumped
stn,stun
stund,stunned
stng,stunning
stungl,stunningly
stuns,stuns
stnt,stunt
stntd,stunted
stupd,stupid
stpdt,stupidity
stupdl,stupidly
sturdns,sturdiness
strd,sturdy
sttr,stutter
stil,style
stils,styles
sbcsus,subconscious
sbjct,subject
sbjctv,subjective
sbjcts,subjects
sblim,sublime
sbmrj,submerge
sbmrjd,submerged
sbmrsd,submersed
sbmt,submit
sbmts,submits
sbmtd,submitted
sbmtg,submitting
sbscpz,subscription
sbscpzs,subscriptions
sbsid,subside
sbsidd,subsided
sbsids,subsides
sbsidg,subsiding
sbstnc,substance
sbstncs,substances
sbstnsl,substantial
sbstt,substitute
sbsttd,substituted
sbstts,substitutes
sbsttg,substituting
sbsttz,substitution
sutl,subtle
sutlts,subtleties
sbtrct,subtract
sbtrctd,subtracted
sbtrctg,subtracting
scd,succeed
scdd,succeeded
scdg,succeeding
scds,succeeds
scs,success
scss,successes
scsf,successful
scsfl,successfully
scsz,succession
scsv,successive
sccnt,succinct
sculnt,succulent
sc,such
suk,suck
skd,sucked
skg,sucking
sucz,suction
sdn,sudden
sdnl,suddenly
sfr,suffer
sfrd,suffered
sfrg,suffering
sfrs,suffers
sfcnt,sufficient
sfcntl,sufficiently
sfoct,suffocate
sfoctd,suffocated
sfoctg,suffocating
sgr,sugar
sgst,suggest
sgstd,suggested
sgstg,suggesting
sgstz,suggestion
sgstzs,suggestions
sgsts,suggests
sut,suit
sutb,suitable
sutd,suited
suts,suits
sum,sum
smrz,summarize
smrzd,summarized
sumr,summary
smr,summer
sumt,summit
sumts,summits
smn,summon
sunn,sun
sun,Sunday
sune,sunny
sunsin,sunshine
supr,super
sprb,superb
sprfcl,superficial
sprflus,superfluous
sprhumn,superhuman
suprr,superior
sprviz,supervise
sprvizd,supervised
sprvizs,supervises
sprvizg,supervising
sprvz,supervision
sprvizr,supervisor
spr,supper
supl,supple
splid,supplied
splis,supplies
spli,supply
splig,supplying
sport,support
sportb,supportable
sportd,supported
sportg,supporting
sportv,supportive
sports,supports
spos,suppose
sposd,supposed
sprs,suppress
sprsd,suppressed
sprsz,suppression
sprem,supreme
sur,sure
surl,surely
srfc,surface
srfcs,surfaces
surfg,surfing
srj,surge
srjr,surgery
srjs,surges
srjg,surging
srmnt,surmount
srps,surpass
srpsd,surpassed
srpss,surpasses
srpsg,surpassing
srpls,surplus
sprz,surprise
sprzd,surprised
sprzs,surprises
sprzg,surprising
sprzgl,surprisingly
srndr,surrender
srnd,surround
srndd,surrounded
srndg,surrounding
srndgs,surroundings
srnds,surrounds
srvlnc,surveillance
srva,survey
srvas,surveys
srvvl,survival
srvv,survive
srvvd,survived
srvvs,survives
srvvg,surviving
srvvr,survivor
sspct,suspect
sspctd,suspected
sspnd,suspend
sspndd,suspended
sspns,suspense
sspz,suspicion
sspszs,suspicions
sspsus,suspicious
sstan,sustain
sstanb,sustainable
sstand,sustained
sstang,sustaining
sstans,sustains
sstnnc,sustenance
swlo,swallow
swlod,swallowed
swlos,swallows
swp,swap
swpd,swapped
swpg,swapping
swps,swaps
swrm,swarm
swrmg,swarming
swrms,swarms
swa,sway
swas,sways
swr,swear
swrs,swears
swep,sweep
swepg,sweeping
sweps,sweeps
swet,sweet
swetr,sweeter
swetst,sweetest
swetl,sweetly
swetns,sweetness
swets,sweets
swl,swell
swlg,swelling
swpt,swept
swft,swift
swftl,swiftly
swm,swim
swmg,swimming
swg,swing
swgg,swinging
swgs,swings
swip,swipe
swipd,swiped
swips,swipes
swipg,swiping
swrl,swirl
swrld,swirled
swrlg,swirling
swrls,swirls
swc,switch
swcd,switched
swcs,switches
swcg,switching
swop,swoop
swopd,swooped
swopg,swooping
swops,swoops
swrd,sword
swrds,swords
swng,swung
smbl,symbol
smblc,symbolic
smbls,symbols
smpt,sympathy
smtom,symptom
smtoms,symptoms
sndrm,syndrome
sndrms,syndromes
snrg,synergy
sntss,synthesis
sstm,system
sstmtc,systematic
sstms,systems
tbl,table
tbls,tables
tblt,tablet
tblts,tablets
tkl,tackle
tkld,tackled
tkls,tackles
tklg,tackling
tctc,tactic
tctcl,tactical
tctcs,tactics
tctil,tactile
tal,tail
talr,tailor
talrs,tailors
tals,tails
tak,take
takn,taken
taks,takes
takg,taking
tale,tale
tlnt,talent
tlntd,talented
tlnts,talents
tales,tales
tlk,talk
tlkd,talked
tlkg,talking
tlks,talks
tall,tall
tam,tame
tamd,tamed
tams,tames
tamg,taming
tnjnt,tangent
tnjnts,tangents
tnjb,tangible
tngl,tangle
tngld,tangled
tngls,tangles
tnglg,tangling
tp,tap
tap,tape
tapg,taping
tpd,tapped
tpg,tapping
tps,taps
tar,tar
trgt,target
trgtd,targeted
trgtg,targeting
trgts,targets
tsk,task
tskg,tasking
tsks,tasks
tast,taste
tastd,tasted
tasts,tastes
tastg,tasting
twt,taught
tx,tax
txd,taxed
txs,taxes
tea,tea
tec,teach
tecr,teacher
tecrs,teachers
tecs,teaches
tecg,teaching
tem,team
temg,teaming
tems,teams
tear,tear
terg,tearing
tears,tears
tcncl,technical
tcncll,technically
tcnc,technique
tcncs,techniques
tcnlgs,technologies
tcnlg,technology
tdus,tedious
tdum,tedium
tenjr,teenager
tenjrs,teenagers
tet,teeth
tlgm,telegram
tlfon,telephone
tlfond,telephoned
tlfons,telephones
tvz,television
tl,tell
tlg,telling
tls,tells
tmpr,temper
tmprm,temperament
tmptur,temperature
tmps,temperatures
tmprd,tempered
tmpo,tempo
tmprrl,temporarily
tmprr,temporary
tmpt,tempt
tmptz,temptation
tmptd,tempted
tmptg,tempting
tmpts,tempts
ten,ten
tnasus,tenacious
tnct,tenacity
tnd,tend
tndd,tended
tndncs,tendencies
tndnc,tendency
tndr,tender
tndn,tendon
tndns,tendons
tnds,tends
tns,tense
tnsd,tensed
tnsg,tensing
tnz,tension
tnzs,tensions
tnt,tent
tnttv,tentative
tnts,tents
tnus,tenuous
tnur,tenure
trm,term
trmnl,terminal
trmint,terminate
trms,terms
teran,terrain
trbl,terrible
trbll,terribly
trfic,terrific
trfid,terrified
trfig,terrifying
trtrs,territories
trtr,territory
tror,terror
tst,test
tstm,testament
tstd,tested
tstfi,testify
tstmnl,testimonial
tstmn,testimony
tstg,testing
tsts,tests
tetr,tether
ttrd,tethered
tetrs,tethers
txt,text
txts,texts
txtr,texture
txtrs,textures
tan,than
tank,thank
tankf,thankful
tankfns,thankfulness
tankg,thanking
tanks,thanks
tanksgvg,thanksgiving
tt,that
tts,that's
e,the
teatr,theater
ter,their
ters,theirs
tm,them
teme,theme
temes,themes
tmsvs,themselves
tn,then
teors,theories
teor,theory
teraputc,therapeutic
terp,therapy
tr,there
trs,there's
trbi,thereby
tf,therefore
trml,thermal
trmmtr,thermometer
tes,these
ta,they
